delta,alpha_fold_to_detect,t_ref,alpha_ref,t_shifted,days_apart
0.05,1.1,35.5,0.06020349620951725,28.13116964398006,7.3688303560199415
0.05,1.25,35.5,0.06020349620951725,21.83749516177559,13.662504838224411
0.05,1.5,35.5,0.06020349620951725,16.13427885905014,19.36572114094986
