accession_code,accession,lga,pot_id,pot,reading,plant_id,week,trait,trait_label,value,pvfta1
10,Ruwan10,Rano,10b,b,1,10b-r1,2,LB,Leaf breadth (cm),5.1,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,2,LL,Leaf length (cm),7.7,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,2,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,2,NL,Number of leaves,25,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,2,PH,Plant height (cm),37.2,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,2,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,LB,Leaf breadth (cm),6.1,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,LL,Leaf length (cm),8.7,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,NL,Number of leaves,28,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,PH,Plant height (cm),39.9,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,3,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,LB,Leaf breadth (cm),7.3,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,LL,Leaf length (cm),11.8,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,NL,Number of leaves,17,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,PH,Plant height (cm),20.2,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,4,SD,Stem diameter,0.5,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,5,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,LB,Leaf breadth (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,LL,Leaf length (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,NB,Number of branches,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,NL,Number of leaves,NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,PH,Plant height (cm),NA,Not genotyped
10,Ruwan10,Rano,10b,b,1,10b-r1,6,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,LB,Leaf breadth (cm),4.5,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,LL,Leaf length (cm),10,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,NB,Number of branches,0,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,NL,Number of leaves,17,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,PH,Plant height (cm),26,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,2,SD,Stem diameter,NA,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,LB,Leaf breadth (cm),4.7,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,LL,Leaf length (cm),10.5,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,NB,Number of branches,2,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,NL,Number of leaves,29,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,PH,Plant height (cm),90,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,3,SD,Stem diameter,3.75,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,LB,Leaf breadth (cm),4.3,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,LL,Leaf length (cm),7.4,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,NB,Number of branches,2,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,NL,Number of leaves,41,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,PH,Plant height (cm),140,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,4,SD,Stem diameter,3.8,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,LB,Leaf breadth (cm),5.7,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,LL,Leaf length (cm),10,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,NB,Number of branches,3,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,NL,Number of leaves,84,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,PH,Plant height (cm),155,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,5,SD,Stem diameter,3.8,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,LB,Leaf breadth (cm),5.2,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,LL,Leaf length (cm),11.4,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,NB,Number of branches,3,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,NL,Number of leaves,92,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,PH,Plant height (cm),167.4,Not genotyped
10,Ruwan10,Rano,10b,b,2,10b-r2,6,SD,Stem diameter,3.8,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,LB,Leaf breadth (cm),4.6,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,LL,Leaf length (cm),7.6,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,NB,Number of branches,4,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,NL,Number of leaves,24,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,PH,Plant height (cm),26.2,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,2,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,LB,Leaf breadth (cm),5.4,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,LL,Leaf length (cm),10.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,NB,Number of branches,4,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,NL,Number of leaves,42,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,PH,Plant height (cm),41,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,3,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,LB,Leaf breadth (cm),6.2,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,LL,Leaf length (cm),11.7,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,NB,Number of branches,4,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,NL,Number of leaves,57,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,PH,Plant height (cm),44.1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,4,SD,Stem diameter,0.45,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,LB,Leaf breadth (cm),4.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,LL,Leaf length (cm),7.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,NB,Number of branches,2,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,NL,Number of leaves,83,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,PH,Plant height (cm),100,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,5,SD,Stem diameter,0.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,LB,Leaf breadth (cm),5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,LL,Leaf length (cm),7.6,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,NB,Number of branches,2,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,NL,Number of leaves,89,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,PH,Plant height (cm),107,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,1,11a-r1,6,SD,Stem diameter,0.55,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,LB,Leaf breadth (cm),6,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,LL,Leaf length (cm),11.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,NL,Number of leaves,40,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,PH,Plant height (cm),180,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,2,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,LB,Leaf breadth (cm),6.2,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,LL,Leaf length (cm),13.7,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,NL,Number of leaves,43,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,PH,Plant height (cm),250,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,3,SD,Stem diameter,3.55,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,LB,Leaf breadth (cm),7,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,LL,Leaf length (cm),11,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,NL,Number of leaves,66,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,PH,Plant height (cm),310,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,4,SD,Stem diameter,3.55,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,LB,Leaf breadth (cm),7.1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,LL,Leaf length (cm),11.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,NL,Number of leaves,90,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,PH,Plant height (cm),320,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,5,SD,Stem diameter,3.6,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,LB,Leaf breadth (cm),7.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,LL,Leaf length (cm),9.8,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,NL,Number of leaves,99,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,PH,Plant height (cm),329.1,Not genotyped
11,Dawakin11,Dawakin Tofa,11a,a,2,11a-r2,6,SD,Stem diameter,3.6,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,LB,Leaf breadth (cm),5.1,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,LL,Leaf length (cm),10.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,NB,Number of branches,1,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,NL,Number of leaves,32,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,PH,Plant height (cm),28.2,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,2,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,LB,Leaf breadth (cm),6.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,LL,Leaf length (cm),10.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,NB,Number of branches,2,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,NL,Number of leaves,35,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,PH,Plant height (cm),72,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,3,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,LB,Leaf breadth (cm),6.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,LL,Leaf length (cm),10.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,NB,Number of branches,2,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,NL,Number of leaves,36,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,PH,Plant height (cm),45,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,4,SD,Stem diameter,0.41,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,LB,Leaf breadth (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,LL,Leaf length (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,NB,Number of branches,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,NL,Number of leaves,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,PH,Plant height (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,5,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,LB,Leaf breadth (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,LL,Leaf length (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,NB,Number of branches,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,NL,Number of leaves,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,PH,Plant height (cm),NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,1,11b-r1,6,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,LB,Leaf breadth (cm),4.9,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,LL,Leaf length (cm),9,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,NB,Number of branches,0,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,NL,Number of leaves,14,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,PH,Plant height (cm),20,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,2,SD,Stem diameter,NA,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,LB,Leaf breadth (cm),6.7,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,LL,Leaf length (cm),12,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,NB,Number of branches,0,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,NL,Number of leaves,17,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,PH,Plant height (cm),60,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,3,SD,Stem diameter,3.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,LB,Leaf breadth (cm),6.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,LL,Leaf length (cm),10,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,NB,Number of branches,0,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,NL,Number of leaves,24,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,PH,Plant height (cm),130,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,4,SD,Stem diameter,3.7,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,LB,Leaf breadth (cm),7.8,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,LL,Leaf length (cm),10.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,NB,Number of branches,3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,NL,Number of leaves,90,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,PH,Plant height (cm),231,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,5,SD,Stem diameter,3.8,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,LB,Leaf breadth (cm),6.3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,LL,Leaf length (cm),8.5,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,NB,Number of branches,3,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,NL,Number of leaves,99,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,PH,Plant height (cm),262.8,Not genotyped
11,Dawakin11,Dawakin Tofa,11b,b,2,11b-r2,6,SD,Stem diameter,3.8,Not genotyped
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,LB,Leaf breadth (cm),3.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,LL,Leaf length (cm),7.7,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,NB,Number of branches,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,NL,Number of leaves,23,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,PH,Plant height (cm),37.7,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,2,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,LB,Leaf breadth (cm),5.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,LL,Leaf length (cm),8.1,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,NB,Number of branches,2,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,NL,Number of leaves,32,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,PH,Plant height (cm),38,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,3,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,LB,Leaf breadth (cm),5.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,LL,Leaf length (cm),8.1,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,NB,Number of branches,3,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,NL,Number of leaves,32,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,PH,Plant height (cm),40.9,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,4,SD,Stem diameter,0.45,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,LB,Leaf breadth (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,LL,Leaf length (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,NB,Number of branches,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,NL,Number of leaves,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,PH,Plant height (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,5,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,LB,Leaf breadth (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,LL,Leaf length (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,NB,Number of branches,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,NL,Number of leaves,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,PH,Plant height (cm),NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,1,12a-r1,6,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,LB,Leaf breadth (cm),4.3,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,LL,Leaf length (cm),8,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,NB,Number of branches,0,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,NL,Number of leaves,20,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,PH,Plant height (cm),42,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,2,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,LB,Leaf breadth (cm),7.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,LL,Leaf length (cm),3.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,NB,Number of branches,2,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,NL,Number of leaves,41,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,PH,Plant height (cm),160,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,3,SD,Stem diameter,3.55,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,LB,Leaf breadth (cm),6.5,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,LL,Leaf length (cm),10.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,NB,Number of branches,4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,NL,Number of leaves,61,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,PH,Plant height (cm),300,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,4,SD,Stem diameter,3.6,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,LB,Leaf breadth (cm),7.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,LL,Leaf length (cm),11,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,NB,Number of branches,4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,NL,Number of leaves,102,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,PH,Plant height (cm),324,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,5,SD,Stem diameter,3.8,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,LB,Leaf breadth (cm),6.9,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,LL,Leaf length (cm),11.4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,NB,Number of branches,4,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,NL,Number of leaves,112,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,PH,Plant height (cm),346.8,Amplified
12,Dawanao12,Dawakin Tofa,12a,a,2,12a-r2,6,SD,Stem diameter,3.8,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,LB,Leaf breadth (cm),6.3,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,LL,Leaf length (cm),10.4,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,NB,Number of branches,NA,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,NL,Number of leaves,23,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,PH,Plant height (cm),34.6,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,2,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,LB,Leaf breadth (cm),5.5,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,LL,Leaf length (cm),10.4,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,NB,Number of branches,2,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,NL,Number of leaves,38,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,PH,Plant height (cm),45.5,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,3,SD,Stem diameter,NA,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,LB,Leaf breadth (cm),7,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,LL,Leaf length (cm),11.1,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,NB,Number of branches,2,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,NL,Number of leaves,54,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,PH,Plant height (cm),159.1,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,4,SD,Stem diameter,0.59,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,5,LB,Leaf breadth (cm),6.5,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,5,LL,Leaf length (cm),10,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,5,NB,Number of branches,3,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,5,NL,Number of leaves,79,Amplified
12,Dawanao12,Dawakin Tofa,12b,b,1,12b-r1,5,PH,Plant height (cm),196,Amplified
